date,open,close,high,low,volume,middle_band,std,upper_band,lower_band,signal,position,prev_close,limit_up,limit_down,portfolio,cash,trade_executed,returns,max_drawdown
2023-01-19,1714.09,1702.95,1714.1,1690.08,2343889.0,,,,,0,0.0,1714.54,1885.9940000000001,1543.086,100000.0,100000.0,0,0.0,0.0
2023-01-20,1711.09,1684.66,1719.29,1682.84,2560875.0,,,,,0,0.0,1702.95,1873.2450000000001,1532.655,100000.0,100000.0,0,0.0,0.0
2023-01-30,1729.03,1710.01,1729.03,1702.76,3592255.0,,,,,0,0.0,1684.66,1853.1260000000002,1516.1940000000002,100000.0,100000.0,0,0.0,0.0
2023-01-31,1717.71,1671.75,1720.83,1660.26,3299068.0,,,,,0,0.0,1710.01,1881.0110000000002,1539.009,100000.0,100000.0,0,0.0,0.0
2023-02-01,1680.1,1671.04,1683.74,1640.63,3397389.0,,,,,0,0.0,1671.75,1838.9250000000002,1504.575,100000.0,100000.0,0,0.0,0.0
2023-02-02,1674.12,1663.01,1683.74,1653.85,2975886.0,,,,,0,0.0,1671.04,1838.144,1503.936,100000.0,100000.0,0,0.0,0.0
2023-02-03,1648.42,1646.61,1653.85,1626.39,3494490.0,,,,,0,0.0,1663.01,1829.3110000000001,1496.709,100000.0,100000.0,0,0.0,0.0
2023-02-06,1612.19,1625.78,1625.78,1594.08,4266095.0,1666.6860000000001,46.59365355473791,1759.873307109476,1573.4986928905244,0,0.0,1646.61,1811.271,1481.9489999999998,100000.0,100000.0,0,0.0,0.0
2023-02-07,1637.62,1627.59,1638.28,1619.19,2432171.0,1669.72,41.445935868309135,1752.6118717366182,1586.8281282633818,0,0.0,1625.78,1788.3580000000002,1463.202,100000.0,100000.0,0,0.0,0.0
2023-02-08,1630.31,1615.81,1635.71,1607.66,1667577.0,1672.391,35.453023610940285,1743.2970472218806,1601.4849527781196,0,0.0,1627.59,1790.3490000000002,1464.831,100000.0,100000.0,0,0.0,0.0
2023-02-09,1610.38,1646.61,1657.25,1607.67,2975366.0,1673.161,34.67013577615233,1742.5012715523046,1603.8207284476955,0,0.0,1615.81,1777.391,1454.229,100000.0,100000.0,0,0.0,0.0
2023-02-10,1639.45,1639.36,1647.05,1631.26,1798451.0,1673.443,34.35394148841541,1742.1508829768309,1604.735117023169,0,0.0,1646.61,1811.271,1481.9489999999998,100000.0,100000.0,0,0.0,0.0
