date,open,close,high,low,volume,short_ma,long_ma,signal,position,portfolio,cash,returns,max_drawdown
2023-03-14,1597.5,1599.51,1612.08,1574.6,2370492.0,1597.416,1640.7310000000002,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-15,1610.72,1585.85,1616.61,1585.13,1921253.0,1593.884,1636.6515,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-16,1575.96,1586.82,1603.13,1575.07,1764624.0,1590.618,1631.6775,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-17,1603.13,1577.77,1608.47,1572.34,2702291.0,1589.1680000000001,1628.1095,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-20,1585.93,1566.54,1589.55,1565.09,2049093.0,1583.298,1621.5245,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-21,1571.43,1607.66,1617.49,1561.44,3114182.0,1584.928,1617.358,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-22,1612.19,1606.17,1623.97,1599.1,1533026.0,1588.992,1614.521,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-23,1599.51,1607.54,1622.25,1598.61,1735566.0,1593.136,1612.5674999999999,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-24,1602.3,1610.94,1615.45,1599.51,1276996.0,1599.77,1612.1425000000002,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-27,1610.92,1601.13,1610.92,1590.45,1529555.0,1606.6879999999999,1610.2125,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-28,1603.13,1613.82,1621.25,1598.62,1726135.0,1607.92,1608.766,0,0.0,96528.9789941926,96528.9789941926,0.0,0.03471021005807401
2023-03-29,1629.4,1621.25,1630.31,1616.78,1539299.0,1610.9360000000001,1606.5684999999999,1,59.0,96490.7146245801,836.9646245800977,-0.00039640292491649465,0.03509285375419902
2023-03-30,1623.97,1630.31,1634.83,1611.29,1925701.0,1615.49,1605.3004999999998,0,59.0,97025.25462458009,836.9646245800977,0.005539807660040141,0.029747453754199085
2023-03-31,1652.95,1648.42,1673.78,1647.51,2744633.0,1622.986,1605.389,0,59.0,98093.7446245801,836.9646245800977,0.011012493645436106,0.019062553754199036
2023-04-03,1652.95,1632.18,1655.46,1630.38,2141743.0,1629.1960000000001,1605.1595,0,59.0,97135.58462458011,836.9646245800977,-0.009767799197257787,0.028644153754198924
2023-04-04,1641.17,1643.52,1644.05,1618.53,2006626.0,1635.136,1606.35,0,59.0,97804.64462458009,836.9646245800977,0.006887898009630966,0.021953553754199093
2023-04-06,1634.83,1627.55,1644.71,1619.64,1487422.0,1636.3960000000002,1607.5520000000001,0,59.0,96862.4146245801,836.9646245800977,-0.009633796059652533,0.03137585375419905
2023-04-07,1625.78,1622.15,1635.75,1619.75,1352468.0,1634.764,1608.502,0,59.0,96543.8146245801,836.9646245800977,-0.0032892015054014623,0.034561853754198964
2023-04-10,1622.05,1604.67,1622.05,1579.59,2941822.0,1626.014,1609.4845,0,59.0,95512.4946245801,836.9646245800977,-0.010682403673507146,0.044875053754199035
2023-04-11,1623.97,1580.94,1623.97,1579.59,2920919.0,1615.766,1608.737,0,59.0,94112.4246245801,836.9646245800977,-0.014658501021286074,0.058875753754198956
2023-04-12,1582.54,1534.39,1585.02,1533.23,5110492.0,1593.94,1605.481,-1,0.0,91329.76573645041,91329.76573645041,-0.029567391332545934,0.08670234263549588
2023-04-13,1530.68,1560.57,1561.1,1525.25,2954268.0,1580.544,1604.217,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-14,1563.28,1551.89,1569.62,1544.08,2123162.0,1566.492,1602.4705,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-17,1575.96,1587.74,1587.74,1565.09,3046723.0,1563.1060000000002,1602.969,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-18,1587.74,1592.27,1602.23,1581.41,1831389.0,1565.372,1604.2555,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-19,1595.89,1593.17,1599.06,1585.02,1460056.0,1577.128,1603.531,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-20,1594.18,1577.67,1598.61,1566.0,1988537.0,1580.548,1602.1060000000002,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-21,1581.4,1562.8,1583.28,1559.01,1851787.0,1582.73,1599.8690000000001,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-24,1558.75,1544.26,1559.66,1540.64,2023091.0,1574.034,1596.5349999999999,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-25,1545.17,1567.25,1572.32,1541.54,2058251.0,1569.03,1594.841,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-26,1579.59,1579.5,1594.98,1557.85,2789160.0,1566.2959999999998,1593.125,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-27,1583.21,1592.19,1603.13,1566.91,2560504.0,1569.2,1591.672,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-04-28,1596.8,1594.55,1614.7,1588.62,2622464.0,1575.55,1589.884,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-05-04,1602.23,1584.93,1610.08,1572.34,2746642.0,1583.684,1586.7095000000002,0,0.0,91329.76573645041,91329.76573645041,0.0,0.08670234263549588
2023-05-05,1599.51,1585.02,1599.51,1572.69,2071421.0,1587.238,1584.3515000000002,1,57.0,91293.62457006621,947.4845700662117,-0.0003957216586812917,0.0870637542993379
2023-05-08,1601.61,1558.32,1602.23,1555.28,3317126.0,1583.002,1580.0915,0,57.0,89771.7245700662,947.4845700662117,-0.016670386428046524,0.10228275429933797
2023-05-09,1553.32,1559.66,1575.94,1546.14,2937796.0,1576.4959999999999,1576.697,-1,0.0,89812.54698908482,89812.54698908482,0.0004547358226003606,0.10187453010915182
2023-05-10,1553.49,1562.38,1572.34,1553.32,2077260.0,1570.0620000000001,1573.7085000000002,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-11,1567.81,1555.19,1571.43,1553.32,1524612.0,1564.114,1571.2345,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-12,1553.32,1545.53,1566.8,1544.27,1946045.0,1556.216,1569.464,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-15,1541.54,1554.5,1555.13,1531.76,2574018.0,1555.452,1570.4695,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-16,1552.4,1542.71,1557.84,1537.02,2222377.0,1552.0620000000001,1569.5765000000001,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-17,1546.98,1540.64,1551.51,1538.84,1677691.0,1547.714,1569.0140000000001,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-18,1544.25,1531.58,1544.62,1530.68,1921928.0,1542.9919999999997,1566.206,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-19,1513.47,1539.28,1543.66,1499.47,2674116.0,1541.742,1563.5565000000001,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-22,1530.69,1581.4,1586.83,1530.68,4128432.0,1547.1219999999998,1562.968,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-23,1588.63,1561.97,1588.64,1561.97,1689421.0,1550.974,1562.183,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-24,1569.02,1549.61,1570.12,1548.89,1847927.0,1552.7679999999998,1561.5235,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-25,1545.16,1540.64,1548.79,1530.68,2246560.0,1554.5800000000002,1561.3425,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-26,1541.54,1531.18,1544.26,1517.1,1829110.0,1552.96,1559.539,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-29,1537.02,1529.77,1538.24,1519.81,1777141.0,1542.634,1557.0525,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-30,1529.77,1511.01,1538.73,1502.2,2645340.0,1532.442,1552.9935,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-05-31,1504.42,1475.34,1508.69,1473.32,3695697.0,1517.5880000000002,1547.033,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-01,1465.46,1481.69,1517.08,1465.46,2864525.0,1505.798,1541.871,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-02,1489.92,1513.11,1515.41,1481.87,2505802.0,1502.184,1538.2755,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-05,1509.08,1508.03,1524.23,1506.22,1620050.0,1497.836,1535.761,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-06,1512.56,1509.84,1525.24,1495.85,1991392.0,1497.602,1533.27,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-07,1515.27,1495.26,1520.53,1494.45,1788964.0,1501.5859999999998,1529.914,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-08,1499.73,1510.75,1517.09,1494.46,1470272.0,1507.398,1527.692,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-09,1514.36,1508.94,1519.78,1508.94,1758041.0,1506.5639999999999,1525.8625,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-12,1508.96,1536.11,1546.98,1504.88,2702944.0,1512.1799999999998,1524.943,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-13,1534.19,1538.83,1543.91,1526.15,1466254.0,1517.9779999999998,1524.749,0,0.0,89812.54698908482,89812.54698908482,0.0,0.10187453010915182
2023-06-14,1556.94,1564.08,1570.75,1545.36,3150580.0,1531.742,1525.9209999999998,1,57.0,89776.88329050802,624.3232905080222,-0.0003970903818275584,0.1022311670949198
2023-06-15,1567.21,1589.55,1590.14,1560.57,2522257.0,1547.502,1528.8195,0,57.0,91228.67329050801,624.3232905080222,0.016171089336017186,0.08771326709491986
2023-06-16,1591.36,1628.21,1630.31,1585.11,3791789.0,1571.356,1533.266,0,57.0,93432.29329050802,624.3232905080222,0.024154905694866446,0.06567706709491977
2023-06-19,1621.25,1579.59,1628.45,1574.15,3169992.0,1580.0520000000001,1533.1755,0,57.0,90660.95329050801,624.3232905080222,-0.029661478942651143,0.09339046709491988
2023-06-20,1575.96,1579.1,1598.61,1571.43,2094674.0,1588.106,1534.032,0,57.0,90633.02329050802,624.3232905080222,-0.00030807088372974967,0.09366976709491981
2023-06-21,1575.96,1572.19,1591.0,1571.43,1772061.0,1589.7279999999998,1535.1609999999998,0,57.0,90239.15329050802,624.3232905080222,-0.0043457669809547905,0.09760846709491976
2023-06-26,1557.95,1547.88,1566.91,1535.2,2399268.0,1581.3939999999998,1535.523,0,57.0,88853.48329050803,624.3232905080222,-0.015355529717118399,0.11146516709491974
2023-06-27,1548.78,1549.74,1557.58,1539.81,1517446.0,1565.7,1536.451,0,57.0,88959.50329050803,624.3232905080222,0.0011932002671564135,0.1104049670949197
2023-06-28,1551.67,1565.44,1570.53,1549.7,1857356.0,1562.87,1538.2345,0,57.0,89854.40329050802,624.3232905080222,0.010059633506243726,0.10145596709491976
2023-06-29,1567.81,1552.15,1571.42,1551.52,1423116.0,1557.48,1540.2915,0,57.0,89096.87329050803,624.3232905080222,-0.008430638591531592,0.10903126709491975
2023-06-30,1563.37,1555.09,1571.64,1550.94,2045869.0,1554.0600000000002,1544.279,0,57.0,89264.45329050801,624.3232905080222,0.0018808740847007233,0.10735546709491987
2023-07-03,1562.45,1585.53,1586.62,1556.01,1913909.0,1561.59,1549.471,0,57.0,90999.53329050801,624.3232905080222,0.019437524524496208,0.09000466709491986
2023-07-04,1585.63,1591.51,1595.04,1580.0,1247238.0,1569.944,1553.391,0,57.0,91340.39329050801,624.3232905080222,0.0037457334963668654,0.08659606709491985
2023-07-05,1590.96,1577.52,1592.77,1563.37,1474539.0,1572.3600000000001,1556.8654999999999,0,57.0,90542.96329050802,624.3232905080222,-0.008730310558919596,0.09457036709491978
2023-07-06,1571.8,1566.11,1593.72,1563.37,1514062.0,1575.1519999999998,1559.6789999999999,0,57.0,89892.59329050801,624.3232905080222,-0.007182998836842702,0.10107406709491988
2023-07-07,1564.29,1554.2,1571.64,1554.17,1516742.0,1574.9740000000002,1562.626,0,57.0,89213.72329050803,624.3232905080222,-0.007552012631408478,0.1078627670949197
2023-07-10,1567.97,1564.2,1577.13,1563.37,1347741.0,1570.708,1565.2985,0,57.0,89783.72329050803,624.3232905080222,0.006389151567454565,0.10216276709491968
2023-07-11,1572.57,1572.57,1577.32,1565.3,1258270.0,1566.92,1568.48,-1,0.0,90224.96138360271,90224.96138360271,0.004914455281242791,0.09775038616397287
2023-07-12,1575.36,1576.06,1584.52,1573.79,1328467.0,1566.628,1570.4775,0,0.0,90224.96138360271,90224.96138360271,0.0,0.09775038616397287
2023-07-13,1583.59,1598.69,1605.13,1580.85,2580654.0,1573.144,1573.4705,0,0.0,90224.96138360271,90224.96138360271,0.0,0.09775038616397287
2023-07-14,1614.87,1612.11,1617.17,1601.26,1855030.0,1584.726,1575.872,1,55.0,90189.4923036212,1523.4423036212102,-0.0003931182617049611,0.09810507696378802
2023-07-17,1610.27,1590.93,1610.27,1587.83,1433648.0,1590.072,1575.941,0,55.0,89024.59230362122,1523.4423036212102,-0.012916138790075027,0.1097540769637878
2023-07-18,1594.25,1584.34,1595.11,1582.68,1473765.0,1592.426,1573.7475,0,55.0,88662.1423036212,1523.4423036212102,-0.004071346923599117,0.11337857696378793
2023-07-19,1577.17,1584.52,1589.12,1576.06,1248322.0,1594.118,1573.994,0,55.0,88672.04230362122,1523.4423036212102,0.00011165983296579363,0.11327957696378783
2023-07-20,1589.11,1585.44,1608.41,1583.6,1669265.0,1591.468,1574.3110000000001,0,55.0,88722.6423036212,1523.4423036212102,0.000570642095134577,0.11277357696378792
2023-07-21,1592.69,1628.94,1630.04,1587.28,3937740.0,1594.834,1577.1485,0,55.0,91115.1423036212,1523.4423036212102,0.02696605892115489,0.08884857696378792
2023-07-24,1609.83,1628.8,1628.8,1609.83,1971337.0,1602.408,1581.1945,0,55.0,91107.44230362121,1523.4423036212102,-8.450845606255974e-05,0.0889255769637879
2023-07-25,1655.33,1681.59,1681.89,1655.33,4308646.0,1621.858,1587.7869999999998,0,55.0,94010.8923036212,1523.4423036212102,0.031868417404629534,0.059891076963787926
2023-07-26,1681.59,1681.59,1688.43,1669.2,1961145.0,1641.2720000000002,1593.5945,0,55.0,94010.8923036212,1523.4423036212102,0.0,0.059891076963787926
2023-07-27,1688.44,1690.31,1705.72,1681.73,2034043.0,1662.2459999999999,1600.5025,0,55.0,94490.49230362121,1523.4423036212102,0.005101536516120664,0.05509507696378787
2023-07-28,1684.76,1744.54,1747.3,1681.09,3901792.0,1685.366,1609.975,0,55.0,97473.1423036212,1523.4423036212102,0.03156560969558719,0.02526857696378793
2023-07-31,1754.65,1729.44,1779.48,1723.39,4537861.0,1705.494,1617.1705,0,55.0,96642.6423036212,1523.4423036212102,-0.00852029574888491,0.033573576963787925
2023-08-01,1727.07,1737.18,1753.69,1726.96,1923062.0,1716.6119999999999,1624.4540000000002,0,55.0,97068.34230362122,1523.4423036212102,0.004404887840944838,0.02931657696378781
2023-08-02,1732.03,1728.9,1738.1,1716.77,1850872.0,1726.0739999999998,1632.023,0,55.0,96612.94230362121,1523.4423036212102,-0.004691539890271934,0.033870576963787896
2023-08-03,1719.71,1727.5,1738.1,1701.78,2154347.0,1733.512,1640.0925,0,55.0,96535.94230362121,1523.4423036212102,-0.0007969946692857333,0.034640576963787896
2023-08-04,1736.1,1741.29,1753.29,1730.74,2457364.0,1732.8619999999999,1649.4470000000001,0,55.0,97294.3923036212,1523.4423036212102,0.007856659207972072,0.027056076963787926
2023-08-07,1729.78,1736.2,1745.46,1720.66,2389245.0,1734.214,1658.047,0,55.0,97014.44230362121,1523.4423036212102,-0.002877349797574924,0.0298555769637879
2023-08-08,1728.93,1738.1,1741.51,1714.26,1773618.0,1734.398,1666.3235,0,55.0,97118.94230362121,1523.4423036212102,0.0010771592096869842,0.028810576963787898
2023-08-09,1738.1,1738.36,1751.9,1731.63,1852346.0,1736.2899999999997,1674.4385000000002,0,55.0,97133.2423036212,1523.4423036212102,0.00014724213073979975,0.028667576963788015
2023-08-10,1730.74,1724.31,1737.18,1712.63,1843619.0,1735.652,1680.7195,0,55.0,96360.49230362121,1523.4423036212102,-0.007955566824223825,0.03639507696378787
2023-08-11,1733.5,1686.6,1733.87,1686.49,2678649.0,1724.714,1684.444,0,55.0,94286.44230362121,1523.4423036212102,-0.021523862637240376,0.0571355769637879
2023-08-14,1664.53,1658.09,1678.31,1651.66,2373119.0,1709.0919999999999,1687.8020000000001,0,55.0,92718.3923036212,1523.4423036212102,-0.016630704920974404,0.07281607696378793
2023-08-15,1663.61,1667.27,1671.89,1656.26,1481799.0,1694.926,1691.9485,0,55.0,93223.29230362122,1523.4423036212102,0.005445521513645746,0.06776707696378784
2023-08-16,1662.31,1673.73,1676.81,1660.85,1318431.0,1682.0,1696.409,-1,0.0,93541.77300527571,93541.77300527571,0.00341632111229484,0.06458226994724289
2023-08-17,1660.93,1681.13,1686.6,1656.76,1729037.0,1673.364,1701.1934999999999,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-18,1684.75,1657.72,1687.51,1657.72,1702334.0,1667.5880000000002,1702.6325000000002,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-21,1648.9,1647.06,1668.2,1646.2,1891181.0,1665.382,1703.5455000000002,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-22,1656.24,1644.3,1657.69,1628.68,2665036.0,1660.788,1701.681,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-23,1652.58,1631.42,1655.33,1627.82,1991222.0,1652.3260000000002,1699.1725,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-24,1636.59,1670.32,1681.08,1632.34,2605509.0,1650.164,1698.173,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-25,1663.42,1678.31,1690.07,1660.86,1883086.0,1654.282,1694.8614999999998,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-28,1745.99,1687.49,1745.99,1684.65,4105213.0,1662.368,1692.764,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-29,1681.08,1702.54,1718.86,1681.08,2895028.0,1674.016,1691.032,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-30,1717.78,1706.83,1717.87,1695.49,1981181.0,1689.098,1689.9285,0,0.0,93541.77300527571,93541.77300527571,0.0,0.06458226994724289
2023-08-31,1710.51,1698.56,1710.51,1693.05,1482022.0,1694.7459999999999,1688.4815000000003,1,55.0,93504.40188265173,83.60188265172474,-0.0003995126607433397,0.06495598117348272
2023-09-01,1703.92,1702.28,1715.54,1697.66,1314519.0,1699.5400000000002,1686.5310000000002,0,55.0,93709.00188265172,83.60188265172474,0.0021881322791279523,0.06290998117348282
2023-09-04,1712.9,1716.03,1728.85,1704.56,2387100.0,1705.248,1685.5224999999998,0,55.0,94465.25188265172,83.60188265172474,0.008070195870264696,0.05534748117348281
2023-09-05,1717.87,1709.32,1717.87,1707.57,1565874.0,1706.6039999999998,1684.0835,0,55.0,94096.20188265172,83.60188265172474,-0.003906727528323883,0.05903798117348284
2023-09-06,1708.67,1711.43,1716.64,1700.41,1112143.0,1707.524,1682.7369999999999,0,55.0,94212.25188265173,83.60188265172474,0.001233312266362807,0.05787748117348267
2023-09-07,1703.71,1690.28,1707.65,1684.02,1698157.0,1705.868,1681.0355,0,55.0,93049.00188265172,83.60188265172474,-0.012347120217961916,0.06950998117348281
2023-09-08,1687.47,1672.35,1687.47,1669.08,1221178.0,1699.882,1680.3229999999999,0,55.0,92062.85188265172,83.60188265172474,-0.010598179239404093,0.07937148117348275
2023-09-11,1662.69,1675.72,1692.12,1662.69,1592600.0,1691.8199999999997,1681.2044999999998,0,55.0,92248.20188265173,83.60188265172474,0.002013298482609116,0.0775179811734827
2023-09-12,1679.8,1673.69,1680.15,1670.07,1216801.0,1684.694,1681.5255000000002,0,55.0,92136.55188265172,83.60188265172474,-0.0012103216943137873,0.07863448117348278
2023-09-13,1682.85,1673.64,1682.85,1655.38,1950143.0,1677.136,1681.521,-1,0.0,92096.98456415774,92096.98456415774,-0.0004294421452234465,0.07903015435842259
